frame,current_sight_los.az,current_sight_los.el,filtered_sight_az,filtered_sight_el,tads_yaw_rate,tads_pitch_rate,tads_yaw_rate_bias,tads_pitch_rate_bias,filtered_tads_yaw_rate_bias,filtered_tads_pitch_rate_bias,
 1458, 7.43021E-02,-1.79118E-01, 8.26641E-02,-1.79069E-01, 0.00000E+00,-0.00000E+00, 4.82626E-03,-1.96594E-04, 4.82626E-03,-1.96594E-04,
 1459, 7.43021E-02,-1.79118E-01, 8.27204E-02,-1.79073E-01, 0.00000E+00,-0.00000E+00, 4.82104E-03,-1.96624E-04, 4.82104E-03,-1.96624E-04,
 1460, 7.43021E-02,-1.79118E-01, 8.27764E-02,-1.79077E-01, 0.00000E+00,-0.00000E+00, 4.81578E-03,-1.96652E-04, 4.81578E-03,-1.96652E-04,
 1461, 7.43021E-02,-1.79118E-01, 8.28320E-02,-1.79082E-01, 0.00000E+00,-0.00000E+00, 4.81048E-03,-1.96677E-04, 4.81048E-03,-1.96677E-04,
 1462, 7.43021E-02,-1.79118E-01, 8.28872E-02,-1.79086E-01, 0.00000E+00,-0.00000E+00, 4.80515E-03,-1.96700E-04, 4.80515E-03,-1.96700E-04,
 1463, 7.43021E-02,-1.79118E-01, 8.29421E-02,-1.79090E-01, 0.00000E+00,-0.00000E+00, 4.79978E-03,-1.96720E-04, 4.79978E-03,-1.96720E-04,
 1464, 7.43021E-02,-1.79118E-01, 8.29965E-02,-1.79094E-01, 0.00000E+00,-0.00000E+00, 4.79438E-03,-1.96737E-04, 4.79438E-03,-1.96737E-04,
 1465, 7.43021E-02,-1.79118E-01, 8.30506E-02,-1.79098E-01, 0.00000E+00,-0.00000E+00, 4.78895E-03,-1.96752E-04, 4.78895E-03,-1.96752E-04,
 1466, 7.43021E-02,-1.79118E-01, 8.31042E-02,-1.79102E-01, 0.00000E+00,-0.00000E+00, 4.78348E-03,-1.96764E-04, 4.78348E-03,-1.96764E-04,
 1467, 7.43021E-02,-1.79118E-01, 8.31575E-02,-1.79106E-01, 0.00000E+00,-0.00000E+00, 4.77798E-03,-1.96774E-04, 4.77798E-03,-1.96774E-04,
 1468, 7.43021E-02,-1.79118E-01, 8.32105E-02,-1.79110E-01, 0.00000E+00,-0.00000E+00, 4.77244E-03,-1.96781E-04, 4.77244E-03,-1.96781E-04,
 1469, 7.43021E-02,-1.79118E-01, 8.32630E-02,-1.79114E-01, 0.00000E+00,-0.00000E+00, 4.76688E-03,-1.96786E-04, 4.76688E-03,-1.96786E-04,
 1470, 7.43021E-02,-1.79118E-01, 8.33152E-02,-1.79118E-01, 0.00000E+00,-0.00000E+00, 4.76128E-03,-1.96788E-04, 4.76128E-03,-1.96788E-04,
 1471, 7.43021E-02,-1.79118E-01, 8.33670E-02,-1.79122E-01, 0.00000E+00,-0.00000E+00, 4.75564E-03,-1.96788E-04, 4.75564E-03,-1.96788E-04,
 1472, 7.43021E-02,-1.79118E-01, 8.34184E-02,-1.79126E-01, 0.00000E+00,-0.00000E+00, 4.74998E-03,-1.96786E-04, 4.74998E-03,-1.96786E-04,
 1473, 7.43021E-02,-1.79118E-01, 8.34694E-02,-1.79130E-01, 0.00000E+00,-0.00000E+00, 4.74428E-03,-1.96781E-04, 4.74428E-03,-1.96781E-04,
 1474, 7.43021E-02,-1.79118E-01, 8.35201E-02,-1.79133E-01, 0.00000E+00,-0.00000E+00, 4.73855E-03,-1.96773E-04, 4.73855E-03,-1.96773E-04,
 1475, 7.43021E-02,-1.79118E-01, 8.35704E-02,-1.79137E-01, 0.00000E+00,-0.00000E+00, 4.73279E-03,-1.96763E-04, 4.73279E-03,-1.96763E-04,
 1476, 7.43021E-02,-1.79118E-01, 8.36203E-02,-1.79141E-01, 0.00000E+00,-0.00000E+00, 4.72699E-03,-1.96751E-04, 4.72699E-03,-1.96751E-04,
 1477, 7.43021E-02,-1.79118E-01, 8.36699E-02,-1.79145E-01, 0.00000E+00,-0.00000E+00, 4.72117E-03,-1.96736E-04, 4.72117E-03,-1.96736E-04,
 1478, 7.43021E-02,-1.79118E-01, 8.37191E-02,-1.79149E-01, 0.00000E+00,-0.00000E+00, 4.71532E-03,-1.96719E-04, 4.71532E-03,-1.96719E-04,
 1479, 7.43021E-02,-1.79118E-01, 8.37679E-02,-1.79153E-01, 0.00000E+00,-0.00000E+00, 4.70943E-03,-1.96700E-04, 4.70943E-03,-1.96700E-04,
 1480, 7.43021E-02,-1.79118E-01, 8.38164E-02,-1.79156E-01, 0.00000E+00,-0.00000E+00, 4.70351E-03,-1.96678E-04, 4.70351E-03,-1.96678E-04,
 1481, 7.43021E-02,-1.79118E-01, 8.38645E-02,-1.79160E-01, 0.00000E+00,-0.00000E+00, 4.69757E-03,-1.96654E-04, 4.69757E-03,-1.96654E-04,
 1482, 7.43021E-02,-1.79118E-01, 8.39122E-02,-1.79164E-01, 0.00000E+00,-0.00000E+00, 4.69159E-03,-1.96627E-04, 4.69159E-03,-1.96627E-04,
 1483, 7.43021E-02,-1.79118E-01, 8.39596E-02,-1.79167E-01, 0.00000E+00,-0.00000E+00, 4.68558E-03,-1.96598E-04, 4.68558E-03,-1.96598E-04,
 1484, 7.43021E-02,-1.79118E-01, 8.40066E-02,-1.79171E-01, 0.00000E+00,-0.00000E+00, 4.67955E-03,-1.96567E-04, 4.67955E-03,-1.96567E-04,
 1485, 7.43021E-02,-1.79118E-01, 8.40533E-02,-1.79175E-01, 0.00000E+00,-0.00000E+00, 4.67348E-03,-1.96534E-04, 4.67348E-03,-1.96534E-04,
 1486, 7.43021E-02,-1.79118E-01, 8.40996E-02,-1.79178E-01, 0.00000E+00,-0.00000E+00, 4.66739E-03,-1.96498E-04, 4.66739E-03,-1.96498E-04,
 1487, 7.43021E-02,-1.79118E-01, 8.41455E-02,-1.79182E-01, 0.00000E+00,-0.00000E+00, 4.66126E-03,-1.96460E-04, 4.66126E-03,-1.96460E-04,
 1488, 7.43021E-02,-1.79118E-01, 8.41911E-02,-1.79186E-01, 0.00000E+00,-0.00000E+00, 4.65511E-03,-1.96420E-04, 4.65511E-03,-1.96420E-04,
 1489, 7.43021E-02,-1.79118E-01, 8.42363E-02,-1.79189E-01, 0.00000E+00,-0.00000E+00, 4.64893E-03,-1.96378E-04, 4.64893E-03,-1.96378E-04,
 1490, 7.43021E-02,-1.79118E-01, 8.42812E-02,-1.79193E-01, 0.00000E+00,-0.00000E+00, 4.64272E-03,-1.96333E-04, 4.64272E-03,-1.96333E-04,
 1491, 7.43021E-02,-1.79118E-01, 8.43257E-02,-1.79196E-01, 0.00000E+00,-0.00000E+00, 4.63648E-03,-1.96286E-04, 4.63648E-03,-1.96286E-04,
 1492, 7.43021E-02,-1.79118E-01, 8.43699E-02,-1.79200E-01, 0.00000E+00,-0.00000E+00, 4.63022E-03,-1.96237E-04, 4.63022E-03,-1.96237E-04,
 1493, 7.43021E-02,-1.79118E-01, 8.44138E-02,-1.79203E-01, 0.00000E+00,-0.00000E+00, 4.62393E-03,-1.96186E-04, 4.62393E-03,-1.96186E-04,
 1494, 7.43021E-02,-1.79118E-01, 8.44572E-02,-1.79207E-01, 0.00000E+00,-0.00000E+00, 4.61761E-03,-1.96132E-04, 4.61761E-03,-1.96132E-04,
 1495, 7.43021E-02,-1.79118E-01, 8.45004E-02,-1.79210E-01, 0.00000E+00,-0.00000E+00, 4.61126E-03,-1.96076E-04, 4.61126E-03,-1.96076E-04,
 1496, 7.43021E-02,-1.79118E-01, 8.45432E-02,-1.79214E-01, 0.00000E+00,-0.00000E+00, 4.60489E-03,-1.96018E-04, 4.60489E-03,-1.96018E-04,
 1497, 7.43021E-02,-1.79118E-01, 8.45856E-02,-1.79217E-01, 0.00000E+00,-0.00000E+00, 4.59848E-03,-1.95958E-04, 4.59848E-03,-1.95958E-04,
 1498, 7.43021E-02,-1.79118E-01, 8.46277E-02,-1.79221E-01, 0.00000E+00,-0.00000E+00, 4.59206E-03,-1.95896E-04, 4.59206E-03,-1.95896E-04,
 1499, 7.43021E-02,-1.79118E-01, 8.46695E-02,-1.79224E-01, 0.00000E+00,-0.00000E+00, 4.58560E-03,-1.95832E-04, 4.58560E-03,-1.95832E-04,
 1500, 7.43021E-02,-1.79118E-01, 8.47109E-02,-1.79227E-01, 0.00000E+00,-0.00000E+00, 4.57912E-03,-1.95765E-04, 4.57912E-03,-1.95765E-04,
 1501, 7.43021E-02,-1.79118E-01, 8.47520E-02,-1.79231E-01, 0.00000E+00,-0.00000E+00, 4.57262E-03,-1.95697E-04, 4.57262E-03,-1.95697E-04,
 1502, 7.43021E-02,-1.79118E-01, 8.47927E-02,-1.79234E-01, 0.00000E+00,-0.00000E+00, 4.56609E-03,-1.95626E-04, 4.56609E-03,-1.95626E-04,
 1503, 7.43021E-02,-1.79118E-01, 8.48331E-02,-1.79237E-01, 0.00000E+00,-0.00000E+00, 4.55953E-03,-1.95553E-04, 4.55953E-03,-1.95553E-04,
 1504, 7.43021E-02,-1.79118E-01, 8.48732E-02,-1.79241E-01, 0.00000E+00,-0.00000E+00, 4.55295E-03,-1.95479E-04, 4.55295E-03,-1.95479E-04,
 1505, 7.43021E-02,-1.79118E-01, 8.49129E-02,-1.79244E-01, 0.00000E+00,-0.00000E+00, 4.54634E-03,-1.95402E-04, 4.54634E-03,-1.95402E-04,
 1506, 7.43021E-02,-1.79118E-01, 8.49523E-02,-1.79247E-01, 0.00000E+00,-0.00000E+00, 4.53971E-03,-1.95323E-04, 4.53971E-03,-1.95323E-04,
 1507, 7.43021E-02,-1.79118E-01, 8.49914E-02,-1.79250E-01, 0.00000E+00,-0.00000E+00, 4.53305E-03,-1.95242E-04, 4.53305E-03,-1.95242E-04,
 1508, 7.43021E-02,-1.79118E-01, 8.50302E-02,-1.79254E-01, 0.00000E+00,-0.00000E+00, 4.52637E-03,-1.95159E-04, 4.52637E-03,-1.95159E-04,
 1509, 7.43021E-02,-1.79118E-01, 8.50686E-02,-1.79257E-01, 0.00000E+00,-0.00000E+00, 4.51967E-03,-1.95074E-04, 4.51967E-03,-1.95074E-04,
 1510, 7.43021E-02,-1.79118E-01, 8.51066E-02,-1.79260E-01, 0.00000E+00,-0.00000E+00, 4.51294E-03,-1.94987E-04, 4.51294E-03,-1.94987E-04,
 1511, 7.43021E-02,-1.79118E-01, 8.51444E-02,-1.79263E-01, 0.00000E+00,-0.00000E+00, 4.50618E-03,-1.94898E-04, 4.50618E-03,-1.94898E-04,
 1512, 7.43021E-02,-1.79118E-01, 8.51818E-02,-1.79266E-01, 0.00000E+00,-0.00000E+00, 4.49941E-03,-1.94807E-04, 4.49941E-03,-1.94807E-04,
 1513, 7.43021E-02,-1.79118E-01, 8.52189E-02,-1.79270E-01, 0.00000E+00,-0.00000E+00, 4.49261E-03,-1.94714E-04, 4.49261E-03,-1.94714E-04,
 1514, 7.43021E-02,-1.79118E-01, 8.52557E-02,-1.79273E-01, 0.00000E+00,-0.00000E+00, 4.48578E-03,-1.94619E-04, 4.48578E-03,-1.94619E-04,
 1515, 7.43021E-02,-1.79118E-01, 8.52921E-02,-1.79276E-01, 0.00000E+00,-0.00000E+00, 4.47894E-03,-1.94522E-04, 4.47894E-03,-1.94522E-04,
 1516, 7.43021E-02,-1.79118E-01, 8.53283E-02,-1.79279E-01, 0.00000E+00,-0.00000E+00, 4.47207E-03,-1.94423E-04, 4.47207E-03,-1.94423E-04,
 1517, 7.43021E-02,-1.79118E-01, 8.53641E-02,-1.79282E-01, 0.00000E+00,-0.00000E+00, 4.46518E-03,-1.94322E-04, 4.46518E-03,-1.94322E-04,
 1518, 7.43021E-02,-1.79118E-01, 8.53996E-02,-1.79285E-01, 0.00000E+00,-0.00000E+00, 4.45826E-03,-1.94219E-04, 4.45826E-03,-1.94219E-04,
 1519, 7.43021E-02,-1.79118E-01, 8.54347E-02,-1.79288E-01, 0.00000E+00,-0.00000E+00, 4.45133E-03,-1.94115E-04, 4.45133E-03,-1.94115E-04,
 1520, 7.43021E-02,-1.79118E-01, 8.54696E-02,-1.79291E-01, 0.00000E+00,-0.00000E+00, 4.44437E-03,-1.94008E-04, 4.44437E-03,-1.94008E-04,
 1521, 7.43021E-02,-1.79118E-01, 8.55041E-02,-1.79294E-01, 0.00000E+00,-0.00000E+00, 4.43739E-03,-1.93900E-04, 4.43739E-03,-1.93900E-04,
 1522, 7.43021E-02,-1.79118E-01, 8.55383E-02,-1.79297E-01, 0.00000E+00,-0.00000E+00, 4.43039E-03,-1.93790E-04, 4.43039E-03,-1.93790E-04,
 1523, 7.43021E-02,-1.79118E-01, 8.55722E-02,-1.79300E-01, 0.00000E+00,-0.00000E+00, 4.42336E-03,-1.93677E-04, 4.42336E-03,-1.93677E-04,
 1524, 7.43021E-02,-1.79118E-01, 8.56058E-02,-1.79303E-01, 0.00000E+00,-0.00000E+00, 4.41632E-03,-1.93563E-04, 4.41632E-03,-1.93563E-04,
 1525, 7.43021E-02,-1.79118E-01, 8.56391E-02,-1.79306E-01, 0.00000E+00,-0.00000E+00, 4.40926E-03,-1.93448E-04, 4.40926E-03,-1.93448E-04,
 1526, 7.43021E-02,-1.79118E-01, 8.56721E-02,-1.79309E-01, 0.00000E+00,-0.00000E+00, 4.40217E-03,-1.93330E-04, 4.40217E-03,-1.93330E-04,
 1527, 7.43021E-02,-1.79118E-01, 8.57048E-02,-1.79312E-01, 0.00000E+00,-0.00000E+00, 4.39506E-03,-1.93210E-04, 4.39506E-03,-1.93210E-04,
 1528, 7.43021E-02,-1.79118E-01, 8.57371E-02,-1.79315E-01, 0.00000E+00,-0.00000E+00, 4.38794E-03,-1.93089E-04, 4.38794E-03,-1.93089E-04,
 1529, 7.43021E-02,-1.79118E-01, 8.57691E-02,-1.79318E-01, 0.00000E+00,-0.00000E+00, 4.38079E-03,-1.92966E-04, 4.38079E-03,-1.92966E-04,
 1530, 7.43021E-02,-1.79118E-01, 8.58009E-02,-1.79320E-01, 0.00000E+00,-0.00000E+00, 4.37362E-03,-1.92841E-04, 4.37362E-03,-1.92841E-04,
 1531, 7.43021E-02,-1.79118E-01, 8.58323E-02,-1.79323E-01, 0.00000E+00,-0.00000E+00, 4.36644E-03,-1.92714E-04, 4.36644E-03,-1.92714E-04,
 1532, 7.43021E-02,-1.79118E-01, 8.58634E-02,-1.79326E-01, 0.00000E+00,-0.00000E+00, 4.35923E-03,-1.92586E-04, 4.35923E-03,-1.92586E-04,
 1533, 7.43021E-02,-1.79118E-01, 8.58943E-02,-1.79329E-01, 0.00000E+00,-0.00000E+00, 4.35200E-03,-1.92456E-04, 4.35200E-03,-1.92456E-04,
 1534, 7.43021E-02,-1.79118E-01, 8.59248E-02,-1.79332E-01, 0.00000E+00,-0.00000E+00, 4.34476E-03,-1.92324E-04, 4.34476E-03,-1.92324E-04,
 1535, 7.43021E-02,-1.79118E-01, 8.59550E-02,-1.79334E-01, 0.00000E+00,-0.00000E+00, 4.33749E-03,-1.92190E-04, 4.33749E-03,-1.92190E-04,
 1536, 7.43021E-02,-1.79118E-01, 8.59850E-02,-1.79337E-01, 0.00000E+00,-0.00000E+00, 4.33021E-03,-1.92055E-04, 4.33021E-03,-1.92055E-04,
 1537, 7.43021E-02,-1.79118E-01, 8.60146E-02,-1.79340E-01, 0.00000E+00,-0.00000E+00, 4.32291E-03,-1.91917E-04, 4.32291E-03,-1.91917E-04,
 1538, 7.43021E-02,-1.79118E-01, 8.60439E-02,-1.79343E-01, 0.00000E+00,-0.00000E+00, 4.31559E-03,-1.91778E-04, 4.31559E-03,-1.91778E-04,
 1539, 7.43021E-02,-1.79118E-01, 8.60729E-02,-1.79345E-01, 0.00000E+00,-0.00000E+00, 4.30825E-03,-1.91638E-04, 4.30825E-03,-1.91638E-04,
 1540, 7.43021E-02,-1.79118E-01, 8.61017E-02,-1.79348E-01, 0.00000E+00,-0.00000E+00, 4.30089E-03,-1.91496E-04, 4.30089E-03,-1.91496E-04,
 1541, 7.43021E-02,-1.79118E-01, 8.61301E-02,-1.79351E-01, 0.00000E+00,-0.00000E+00, 4.29352E-03,-1.91352E-04, 4.29352E-03,-1.91352E-04,
 1542, 7.43021E-02,-1.79118E-01, 8.61583E-02,-1.79353E-01, 0.00000E+00,-0.00000E+00, 4.28612E-03,-1.91206E-04, 4.28612E-03,-1.91206E-04,
 1543, 7.43021E-02,-1.79118E-01, 8.61861E-02,-1.79356E-01, 0.00000E+00,-0.00000E+00, 4.27871E-03,-1.91059E-04, 4.27871E-03,-1.91059E-04,
 1544, 7.43021E-02,-1.79118E-01, 8.62137E-02,-1.79359E-01, 0.00000E+00,-0.00000E+00, 4.27128E-03,-1.90910E-04, 4.27128E-03,-1.90910E-04,
 1545, 7.43021E-02,-1.79118E-01, 8.62410E-02,-1.79361E-01, 0.00000E+00,-0.00000E+00, 4.26384E-03,-1.90759E-04, 4.26384E-03,-1.90759E-04,
 1546, 7.43021E-02,-1.79118E-01, 8.62680E-02,-1.79364E-01, 0.00000E+00,-0.00000E+00, 4.25638E-03,-1.90607E-04, 4.25638E-03,-1.90607E-04,
 1547, 7.43021E-02,-1.79118E-01, 8.62947E-02,-1.79366E-01, 0.00000E+00,-0.00000E+00, 4.24890E-03,-1.90453E-04, 4.24890E-03,-1.90453E-04,
 1548, 7.43021E-02,-1.79118E-01, 8.63211E-02,-1.79369E-01, 0.00000E+00,-0.00000E+00, 4.24140E-03,-1.90298E-04, 4.24140E-03,-1.90298E-04,
 1549, 7.43021E-02,-1.79118E-01, 8.63472E-02,-1.79371E-01, 0.00000E+00,-0.00000E+00, 4.23389E-03,-1.90141E-04, 4.23389E-03,-1.90141E-04,
 1550, 7.43021E-02,-1.79118E-01, 8.63731E-02,-1.79374E-01, 0.00000E+00,-0.00000E+00, 4.22636E-03,-1.89982E-04, 4.22636E-03,-1.89982E-04,
 1551, 7.43021E-02,-1.79118E-01, 8.63986E-02,-1.79376E-01, 0.00000E+00,-0.00000E+00, 4.21882E-03,-1.89822E-04, 4.21882E-03,-1.89822E-04,
 1552, 7.43021E-02,-1.79118E-01, 8.64239E-02,-1.79379E-01, 0.00000E+00,-0.00000E+00, 4.21126E-03,-1.89661E-04, 4.21126E-03,-1.89661E-04,
 1553, 7.43021E-02,-1.79118E-01, 8.64489E-02,-1.79381E-01, 0.00000E+00,-0.00000E+00, 4.20368E-03,-1.89497E-04, 4.20368E-03,-1.89497E-04,
 1554, 7.43021E-02,-1.79118E-01, 8.64737E-02,-1.79384E-01, 0.00000E+00,-0.00000E+00, 4.19609E-03,-1.89332E-04, 4.19609E-03,-1.89332E-04,
 1555, 7.43021E-02,-1.79118E-01, 8.64981E-02,-1.79386E-01, 0.00000E+00,-0.00000E+00, 4.18848E-03,-1.89166E-04, 4.18848E-03,-1.89166E-04,
 1556, 7.43021E-02,-1.79118E-01, 8.65223E-02,-1.79389E-01, 0.00000E+00,-0.00000E+00, 4.18086E-03,-1.88998E-04, 4.18086E-03,-1.88998E-04,
 1557, 7.43021E-02,-1.79118E-01, 8.65462E-02,-1.79391E-01, 0.00000E+00,-0.00000E+00, 4.17322E-03,-1.88829E-04, 4.17322E-03,-1.88829E-04,
 1558, 7.43021E-02,-1.79118E-01, 8.65698E-02,-1.79394E-01, 0.00000E+00,-0.00000E+00, 4.16557E-03,-1.88658E-04, 4.16557E-03,-1.88658E-04,
 1559, 7.43021E-02,-1.79118E-01, 8.65931E-02,-1.79396E-01, 0.00000E+00,-0.00000E+00, 4.15790E-03,-1.88486E-04, 4.15790E-03,-1.88486E-04,
 1560, 7.43021E-02,-1.79118E-01, 8.66162E-02,-1.79398E-01, 0.00000E+00,-0.00000E+00, 4.15022E-03,-1.88312E-04, 4.15022E-03,-1.88312E-04,
 1561, 7.43021E-02,-1.79118E-01, 8.66390E-02,-1.79401E-01, 0.00000E+00,-0.00000E+00, 4.14252E-03,-1.88136E-04, 4.14252E-03,-1.88136E-04,
 1562, 7.43021E-02,-1.79118E-01, 8.66615E-02,-1.79403E-01, 0.00000E+00,-0.00000E+00, 4.13481E-03,-1.87959E-04, 4.13481E-03,-1.87959E-04,
 1563, 7.43021E-02,-1.79118E-01, 8.66838E-02,-1.79405E-01, 0.00000E+00,-0.00000E+00, 4.12709E-03,-1.87781E-04, 4.12709E-03,-1.87781E-04,
 1564, 7.43021E-02,-1.79118E-01, 8.67058E-02,-1.79408E-01, 0.00000E+00,-0.00000E+00, 4.11935E-03,-1.87601E-04, 4.11935E-03,-1.87601E-04,
 1565, 7.43021E-02,-1.79118E-01, 8.67275E-02,-1.79410E-01, 0.00000E+00,-0.00000E+00, 4.11159E-03,-1.87420E-04, 4.11159E-03,-1.87420E-04,
 1566, 7.43021E-02,-1.79118E-01, 8.67489E-02,-1.79412E-01, 0.00000E+00,-0.00000E+00, 4.10383E-03,-1.87237E-04, 4.10383E-03,-1.87237E-04,
 1567, 7.43021E-02,-1.79118E-01, 8.67701E-02,-1.79414E-01, 0.00000E+00,-0.00000E+00, 4.09605E-03,-1.87053E-04, 4.09605E-03,-1.87053E-04,
 1568, 7.43021E-02,-1.79118E-01, 8.67910E-02,-1.79417E-01, 0.00000E+00,-0.00000E+00, 4.08826E-03,-1.86868E-04, 4.08826E-03,-1.86868E-04,
 1569, 7.43021E-02,-1.79118E-01, 8.68117E-02,-1.79419E-01, 0.00000E+00,-0.00000E+00, 4.08045E-03,-1.86681E-04, 4.08045E-03,-1.86681E-04,
 1570, 7.43021E-02,-1.79118E-01, 8.68321E-02,-1.79421E-01, 0.00000E+00,-0.00000E+00, 4.07263E-03,-1.86493E-04, 4.07263E-03,-1.86493E-04,
 1571, 7.43021E-02,-1.79118E-01, 8.68522E-02,-1.79423E-01, 0.00000E+00,-0.00000E+00, 4.06480E-03,-1.86303E-04, 4.06480E-03,-1.86303E-04,
 1572, 7.43021E-02,-1.79118E-01, 8.68721E-02,-1.79426E-01, 0.00000E+00,-0.00000E+00, 4.05696E-03,-1.86112E-04, 4.05696E-03,-1.86112E-04,
 1573, 7.43021E-02,-1.79118E-01, 8.68917E-02,-1.79428E-01, 0.00000E+00,-0.00000E+00, 4.04910E-03,-1.85919E-04, 4.04910E-03,-1.85919E-04,
 1574, 7.43021E-02,-1.79118E-01, 8.69111E-02,-1.79430E-01, 0.00000E+00,-0.00000E+00, 4.04123E-03,-1.85726E-04, 4.04123E-03,-1.85726E-04,
 1575, 7.43021E-02,-1.79118E-01, 8.69302E-02,-1.79432E-01, 0.00000E+00,-0.00000E+00, 4.03335E-03,-1.85531E-04, 4.03335E-03,-1.85531E-04,
 1576, 7.43021E-02,-1.79118E-01, 8.69490E-02,-1.79434E-01, 0.00000E+00,-0.00000E+00, 4.02546E-03,-1.85334E-04, 4.02546E-03,-1.85334E-04,
 1577, 7.43021E-02,-1.79118E-01, 8.69676E-02,-1.79436E-01, 0.00000E+00,-0.00000E+00, 4.01755E-03,-1.85136E-04, 4.01755E-03,-1.85136E-04,
 1578, 7.43021E-02,-1.79118E-01, 8.69859E-02,-1.79438E-01, 0.00000E+00,-0.00000E+00, 4.00964E-03,-1.84937E-04, 4.00964E-03,-1.84937E-04,
 1579, 7.43021E-02,-1.79118E-01, 8.70040E-02,-1.79440E-01, 0.00000E+00,-0.00000E+00, 4.00171E-03,-1.84737E-04, 4.00171E-03,-1.84737E-04,
 1580, 7.43021E-02,-1.79118E-01, 8.70218E-02,-1.79443E-01, 0.00000E+00,-0.00000E+00, 3.99377E-03,-1.84535E-04, 3.99377E-03,-1.84535E-04,
 1581, 7.43021E-02,-1.79118E-01, 8.70394E-02,-1.79445E-01, 0.00000E+00,-0.00000E+00, 3.98582E-03,-1.84332E-04, 3.98582E-03,-1.84332E-04,
 1582, 7.43021E-02,-1.79118E-01, 8.70567E-02,-1.79447E-01, 0.00000E+00,-0.00000E+00, 3.97786E-03,-1.84128E-04, 3.97786E-03,-1.84128E-04,
 1583, 7.43021E-02,-1.79118E-01, 8.70738E-02,-1.79449E-01, 0.00000E+00,-0.00000E+00, 3.96989E-03,-1.83922E-04, 3.96989E-03,-1.83922E-04,
 1584, 7.43021E-02,-1.79118E-01, 8.70906E-02,-1.79451E-01, 0.00000E+00,-0.00000E+00, 3.96190E-03,-1.83715E-04, 3.96190E-03,-1.83715E-04,
 1585, 7.43021E-02,-1.79118E-01, 8.71072E-02,-1.79453E-01, 0.00000E+00,-0.00000E+00, 3.95391E-03,-1.83507E-04, 3.95391E-03,-1.83507E-04,
 1586, 7.43021E-02,-1.79118E-01, 8.71236E-02,-1.79455E-01, 0.00000E+00,-0.00000E+00, 3.94591E-03,-1.83298E-04, 3.94591E-03,-1.83298E-04,
 1587, 7.43021E-02,-1.79118E-01, 8.71397E-02,-1.79457E-01, 0.00000E+00,-0.00000E+00, 3.93789E-03,-1.83087E-04, 3.93789E-03,-1.83087E-04,
 1588, 7.43021E-02,-1.79118E-01, 8.71555E-02,-1.79459E-01, 0.00000E+00,-0.00000E+00, 3.92987E-03,-1.82875E-04, 3.92987E-03,-1.82875E-04,
 1589, 7.43021E-02,-1.79118E-01, 8.71711E-02,-1.79460E-01, 0.00000E+00,-0.00000E+00, 3.92184E-03,-1.82662E-04, 3.92184E-03,-1.82662E-04,
 1590, 7.43021E-02,-1.79118E-01, 8.71865E-02,-1.79462E-01, 0.00000E+00,-0.00000E+00, 3.91379E-03,-1.82448E-04, 3.91379E-03,-1.82448E-04,
 1591, 7.43021E-02,-1.79118E-01, 8.72016E-02,-1.79464E-01, 0.00000E+00,-0.00000E+00, 3.90574E-03,-1.82232E-04, 3.90574E-03,-1.82232E-04,
 1592, 7.43021E-02,-1.79118E-01, 8.72165E-02,-1.79466E-01, 0.00000E+00,-0.00000E+00, 3.89768E-03,-1.82016E-04, 3.89768E-03,-1.82016E-04,
 1593, 7.43021E-02,-1.79118E-01, 8.72311E-02,-1.79468E-01, 0.00000E+00,-0.00000E+00, 3.88961E-03,-1.81798E-04, 3.88961E-03,-1.81798E-04,
 1594, 7.43021E-02,-1.79118E-01, 8.72455E-02,-1.79470E-01, 0.00000E+00,-0.00000E+00, 3.88153E-03,-1.81579E-04, 3.88153E-03,-1.81579E-04,
 1595, 7.43021E-02,-1.79118E-01, 8.72597E-02,-1.79472E-01, 0.00000E+00,-0.00000E+00, 3.87344E-03,-1.81359E-04, 3.87344E-03,-1.81359E-04,
 1596, 7.43021E-02,-1.79118E-01, 8.72736E-02,-1.79474E-01, 0.00000E+00,-0.00000E+00, 3.86534E-03,-1.81137E-04, 3.86534E-03,-1.81137E-04,
 1597, 7.43021E-02,-1.79118E-01, 8.72874E-02,-1.79476E-01, 0.00000E+00,-0.00000E+00, 3.85723E-03,-1.80915E-04, 3.85723E-03,-1.80915E-04,
 1598, 7.43021E-02,-1.79118E-01, 8.73008E-02,-1.79477E-01, 0.00000E+00,-0.00000E+00, 3.84912E-03,-1.80691E-04, 3.84912E-03,-1.80691E-04,
 1599, 7.43021E-02,-1.79118E-01, 8.73140E-02,-1.79479E-01, 0.00000E+00,-0.00000E+00, 3.84099E-03,-1.80466E-04, 3.84099E-03,-1.80466E-04,
 1600, 7.43021E-02,-1.79118E-01, 8.73270E-02,-1.79481E-01, 0.00000E+00,-0.00000E+00, 3.83286E-03,-1.80240E-04, 3.83286E-03,-1.80240E-04,
 1601, 7.43021E-02,-1.79118E-01, 8.73398E-02,-1.79483E-01, 0.00000E+00,-0.00000E+00, 3.82472E-03,-1.80013E-04, 3.82472E-03,-1.80013E-04,
 1602, 7.43021E-02,-1.79118E-01, 8.73524E-02,-1.79484E-01, 0.00000E+00,-0.00000E+00, 3.81657E-03,-1.79785E-04, 3.81657E-03,-1.79785E-04,
 1603, 7.43021E-02,-1.79118E-01, 8.73647E-02,-1.79486E-01, 0.00000E+00,-0.00000E+00, 3.80841E-03,-1.79556E-04, 3.80841E-03,-1.79556E-04,
