frame,tse_time,tse_in_manual,gunfire,temp1,temp2,range_fact,rk2,kg1,kg2,kg3,kg4,kg5,x1,x2,x3,x4,delta_target_range,delta_target_vel_l,delta_target_vel_m,est_target_range,est_target_vel_slm(1),est_target_vel_slm(2),est_target_vel_slm(3),tof,tse_lead_slm(1),tse_lead_slm(2),tse_lead_slm(3),c12,c14,c22,c24,c33,c35,c44,c55,tads_yaw_rate,tads_pitch_rate,tads_vel_slm(1),tads_vel_slm(2),tads_vel_slm(3),
 898, 1.79397E+01,TRUE,0, 0.00000E+00, 3.64350E+00, 1.43187E+00, 2.95065E+00, 0.00000E+00, 0.00000E+00, 1.90160E-01, 0.00000E+00, 9.06612E-01, 1.43187E+03,-1.14854E+00, 7.53194E+00,-4.02291E-02,-3.68652E-01, 1.23024E-04, 8.66089E-04, 1.43189E+03,-1.14904E+00, 7.53103E+00,-4.09839E-02, 3.32906E+00,-4.59027E+00, 3.00855E+01,-1.63726E-01, 1.29905E+02, 2.82025E+01, 1.60786E+02, 6.82797E+01, 5.61097E-01, 2.67510E+00, 9.70047E+01, 3.10978E+01, 5.26029E-03, 2.76057E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 899, 1.79597E+01,TRUE,0, 2.14999E+03, 3.64370E+00, 1.43185E+00, 2.95066E+00, 8.59475E-02, 6.22123E-02, 1.90203E-01, 1.34957E-02, 9.05308E-01, 1.43182E+03,-1.16954E+00, 7.53283E+00,-3.94769E-02,-3.45581E-01, 6.34193E-05, 8.48543E-04, 1.43187E+03,-1.14854E+00, 7.53194E+00,-4.02291E-02, 3.32899E+00,-4.58818E+00, 3.00885E+01,-1.60707E-01, 1.22260E+02, 2.65218E+01, 1.55219E+02, 6.70515E+01, 5.61225E-01, 2.67125E+00, 9.67329E+01, 3.08675E+01, 5.26096E-03, 2.70908E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 900, 1.79797E+01,TRUE,0, 0.00000E+00, 3.64288E+00, 1.43179E+00, 2.95003E+00, 0.00000E+00, 0.00000E+00, 1.90191E-01, 0.00000E+00, 9.03266E-01, 1.43179E+03,-1.16912E+00, 7.53369E+00,-3.87277E-02,-2.92358E-01,-6.05583E-05, 8.31533E-04, 1.43182E+03,-1.16954E+00, 7.53283E+00,-3.94769E-02, 3.32891E+00,-4.67195E+00, 3.00913E+01,-1.57698E-01, 1.25965E+02, 2.73443E+01, 1.57925E+02, 6.76477E+01, 5.61071E-01, 2.66466E+00, 9.68636E+01, 3.06607E+01, 5.26168E-03, 2.65781E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 901, 1.79996E+01,TRUE,0, 0.00000E+00, 3.64231E+00, 1.43177E+00, 2.95003E+00, 0.00000E+00, 0.00000E+00, 1.90064E-01, 0.00000E+00, 9.00543E-01, 1.43177E+03,-1.16870E+00, 7.53454E+00,-3.79819E-02,-2.68921E-01,-2.86102E-06, 8.13741E-04, 1.43179E+03,-1.16912E+00, 7.53369E+00,-3.87277E-02, 3.32841E+00,-4.66958E+00, 3.00902E+01,-1.54682E-01, 1.29742E+02, 2.81621E+01, 1.60655E+02, 6.82346E+01, 5.60696E-01, 2.65663E+00, 9.69891E+01, 3.04804E+01, 5.26240E-03, 2.60676E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 902, 1.80196E+01,TRUE,0, 1.94982E+03, 3.64148E+00, 1.43175E+00, 2.95004E+00, 9.46122E-02, 6.85138E-02, 1.89880E-01, 1.48604E-02, 8.97635E-01, 1.43172E+03,-1.18508E+00, 7.53538E+00,-3.72399E-02,-2.45483E-01, 4.29153E-05, 7.96579E-04, 1.43177E+03,-1.16870E+00, 7.53454E+00,-3.79819E-02, 3.32833E+00,-4.66778E+00, 3.00929E+01,-1.51700E-01, 1.20950E+02, 2.62337E+01, 1.54254E+02, 6.68268E+01, 5.60154E-01, 2.64806E+00, 9.66789E+01, 3.03271E+01, 5.26310E-03, 2.55594E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 903, 1.80396E+01,TRUE,0, 0.00000E+00, 3.63985E+00, 1.43170E+00, 2.94940E+00, 0.00000E+00, 0.00000E+00, 1.89691E-01, 0.00000E+00, 8.94919E-01, 1.43170E+03,-1.18472E+00, 7.53621E+00,-3.64855E-02,-1.98364E-01, 3.71933E-05, 8.66786E-04, 1.43172E+03,-1.18508E+00, 7.53538E+00,-3.72399E-02, 3.32825E+00,-4.73311E+00, 3.00956E+01,-1.48732E-01, 1.24630E+02, 2.70576E+01, 1.56952E+02, 6.74265E+01, 5.59476E-01, 2.63948E+00, 9.68117E+01, 3.01989E+01, 5.26385E-03, 2.49935E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 904, 1.80596E+01,TRUE,0, 0.00000E+00, 3.63874E+00, 1.43167E+00, 2.94940E+00, 0.00000E+00, 0.00000E+00, 1.89444E-01, 0.00000E+00, 8.92207E-01, 1.43167E+03,-1.18434E+00, 7.53704E+00,-3.57208E-02,-1.74561E-01, 6.77109E-05, 9.19089E-04, 1.43170E+03,-1.18472E+00, 7.53621E+00,-3.64855E-02, 3.32784E+00,-4.73105E+00, 3.00952E+01,-1.45701E-01, 1.28381E+02, 2.78767E+01, 1.59672E+02, 6.80168E+01, 5.58746E-01, 2.63148E+00, 9.69393E+01, 3.00944E+01, 5.26453E-03, 2.44300E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 905, 1.80796E+01,TRUE,0, 1.80633E+03, 3.63762E+00, 1.43165E+00, 2.94940E+00, 1.00996E-01, 7.31892E-02, 1.89193E-01, 1.58837E-02, 8.89775E-01, 1.43164E+03,-1.19500E+00, 7.53785E+00,-3.49479E-02,-1.50879E-01, 9.01222E-05, 9.56714E-04, 1.43167E+03,-1.18434E+00, 7.53704E+00,-3.57208E-02, 3.32775E+00,-4.72942E+00, 3.00977E+01,-1.42644E-01, 1.18852E+02, 2.57935E+01, 1.52740E+02, 6.64978E+01, 5.58007E-01, 2.62430E+00, 9.66060E+01, 3.00107E+01, 5.26520E-03, 2.38691E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 906, 1.80996E+01,TRUE,0, 0.00000E+00, 3.63592E+00, 1.43161E+00, 2.94879E+00, 0.00000E+00, 0.00000E+00, 1.88983E-01, 0.00000E+00, 8.87816E-01, 1.43161E+03,-1.19465E+00, 7.53866E+00,-3.41685E-02,-1.11694E-01, 1.08719E-04, 9.82244E-04, 1.43164E+03,-1.19500E+00, 7.53785E+00,-3.49479E-02, 3.32767E+00,-4.77186E+00, 3.01002E+01,-1.39554E-01, 1.22492E+02, 2.66197E+01, 1.55424E+02, 6.71027E+01, 5.57272E-01, 2.61798E+00, 9.67417E+01, 2.99444E+01, 5.26592E-03, 2.33107E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 907, 1.81196E+01,TRUE,0, 0.00000E+00, 3.63488E+00, 1.43159E+00, 2.94878E+00, 0.00000E+00, 0.00000E+00, 1.88753E-01, 0.00000E+00, 8.86014E-01, 1.43159E+03,-1.19429E+00, 7.53946E+00,-3.33842E-02,-8.77686E-02, 1.14441E-04, 9.96858E-04, 1.43161E+03,-1.19465E+00, 7.53866E+00,-3.41685E-02, 3.32737E+00,-4.77005E+00, 3.01007E+01,-1.36430E-01, 1.26204E+02, 2.74412E+01, 1.58132E+02, 6.76981E+01, 5.56592E-01, 2.61266E+00, 9.68721E+01, 2.98931E+01, 5.26657E-03, 2.27548E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 908, 1.81396E+01,TRUE,0, 0.00000E+00, 3.63395E+00, 1.43156E+00, 2.94878E+00, 0.00000E+00, 0.00000E+00, 1.88546E-01, 0.00000E+00, 8.84536E-01, 1.43156E+03,-1.19393E+00, 7.54025E+00,-3.25964E-02,-6.38428E-02, 1.14918E-04, 1.00286E-03, 1.43159E+03,-1.19429E+00, 7.53946E+00,-3.33842E-02, 3.32729E+00,-4.76851E+00, 3.01032E+01,-1.33295E-01, 1.29986E+02, 2.82581E+01, 1.60864E+02, 6.82840E+01, 5.55981E-01, 2.60830E+00, 9.69972E+01, 2.98542E+01, 5.26721E-03, 2.22014E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 909, 1.81596E+01,TRUE,0, 2.14930E+03, 3.63314E+00, 1.43154E+00, 2.94878E+00, 8.58455E-02, 6.22716E-02, 1.88364E-01, 1.35254E-02, 8.83351E-01, 1.43154E+03,-1.19604E+00, 7.54102E+00,-3.18065E-02,-3.99170E-02, 1.11580E-04, 1.00182E-03, 1.43156E+03,-1.19393E+00, 7.54025E+00,-3.25964E-02, 3.32721E+00,-4.76693E+00, 3.01056E+01,-1.30146E-01, 1.22350E+02, 2.65746E+01, 1.55284E+02, 6.70504E+01, 5.55446E-01, 2.60481E+00, 9.67241E+01, 2.98251E+01, 5.26783E-03, 2.16504E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 910, 1.81796E+01,TRUE,0, 0.00000E+00, 3.63198E+00, 1.43151E+00, 2.94832E+00, 0.00000E+00, 0.00000E+00, 1.88234E-01, 0.00000E+00, 8.82538E-01, 1.43151E+03,-1.19566E+00, 7.54180E+00,-3.10156E-02,-1.24512E-02, 1.70708E-04, 9.95230E-04, 1.43154E+03,-1.19604E+00, 7.54102E+00,-3.18065E-02, 3.32713E+00,-4.77524E+00, 3.01079E+01,-1.26989E-01, 1.26058E+02, 2.73960E+01, 1.57989E+02, 6.76465E+01, 5.54972E-01, 2.60200E+00, 9.68551E+01, 2.98032E+01, 5.26851E-03, 2.11019E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 911, 1.81996E+01,TRUE,0, 0.00000E+00, 3.63137E+00, 1.43149E+00, 2.94832E+00, 0.00000E+00, 0.00000E+00, 1.88099E-01, 0.00000E+00, 8.81810E-01, 1.43149E+03,-1.19528E+00, 7.54256E+00,-3.02246E-02, 1.14746E-02, 1.46866E-04, 9.84108E-04, 1.43151E+03,-1.19566E+00, 7.54180E+00,-3.10156E-02, 3.32700E+00,-4.77357E+00, 3.01099E+01,-1.23827E-01, 1.29837E+02, 2.82128E+01, 1.60719E+02, 6.82332E+01, 5.54577E-01, 2.59985E+00, 9.69809E+01, 2.97874E+01, 5.26912E-03, 2.05560E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 912, 1.82196E+01,TRUE,0, 1.94925E+03, 3.63088E+00, 1.43146E+00, 2.94832E+00, 9.45245E-02, 6.85838E-02, 1.87989E-01, 1.48902E-02, 8.81265E-01, 1.43147E+03,-1.19247E+00, 7.54331E+00,-2.94345E-02, 3.54004E-02, 1.22547E-04, 9.69652E-04, 1.43149E+03,-1.19528E+00, 7.54256E+00,-3.02246E-02, 3.32692E+00,-4.77193E+00, 3.01122E+01,-1.20666E-01, 1.21050E+02, 2.62812E+01, 1.54302E+02, 6.68199E+01, 5.54252E-01, 2.59825E+00, 9.66695E+01, 2.97760E+01, 5.26972E-03, 2.00124E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 913, 1.82396E+01,TRUE,0, 0.00000E+00, 3.63002E+00, 1.43144E+00, 2.94785E+00, 0.00000E+00, 0.00000E+00, 1.87925E-01, 0.00000E+00, 8.80983E-01, 1.43144E+03,-1.19206E+00, 7.54406E+00,-2.86459E-02, 5.60303E-02, 2.00748E-04, 9.52711E-04, 1.43147E+03,-1.19247E+00, 7.54331E+00,-2.94345E-02, 3.32683E+00,-4.76056E+00, 3.01144E+01,-1.17508E-01, 1.24732E+02, 2.71039E+01, 1.56999E+02, 6.74196E+01, 5.53974E-01, 2.59700E+00, 9.68027E+01, 2.97676E+01, 5.27036E-03, 1.94714E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 914, 1.82596E+01,TRUE,0, 0.00000E+00, 3.62968E+00, 1.43142E+00, 2.94784E+00, 0.00000E+00, 0.00000E+00, 1.87851E-01, 0.00000E+00, 8.80683E-01, 1.43142E+03,-1.19164E+00, 7.54482E+00,-2.78594E-02, 7.99561E-02, 2.40803E-04, 9.34163E-04, 1.43144E+03,-1.19206E+00, 7.54406E+00,-2.86459E-02, 3.32680E+00,-4.75888E+00, 3.01171E+01,-1.14359E-01, 1.28485E+02, 2.79221E+01, 1.59720E+02, 6.80098E+01, 5.53754E-01, 2.59612E+00, 9.69306E+01, 2.97617E+01, 5.27100E-03, 1.89328E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 915, 1.82796E+01,TRUE,0, 1.80586E+03, 3.62942E+00, 1.43140E+00, 2.94784E+00, 1.00925E-01, 7.32663E-02, 1.87793E-01, 1.59123E-02, 8.80475E-01, 1.43141E+03,-1.18361E+00, 7.54557E+00,-2.70757E-02, 1.03882E-01, 2.66075E-04, 9.14628E-04, 1.43142E+03,-1.19164E+00, 7.54482E+00,-2.78594E-02, 3.32672E+00,-4.75711E+00, 3.01194E+01,-1.11217E-01, 1.18956E+02, 2.58353E+01, 1.52769E+02, 6.64853E+01, 5.53584E-01, 2.59550E+00, 9.65961E+01, 2.97576E+01, 5.27163E-03, 1.83966E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 916, 1.82996E+01,TRUE,0, 0.00000E+00, 3.62877E+00, 1.43138E+00, 2.94739E+00, 0.00000E+00, 0.00000E+00, 1.87772E-01, 0.00000E+00, 8.80447E-01, 1.43138E+03,-1.18314E+00, 7.54631E+00,-2.62951E-02, 1.17188E-01, 2.49863E-04, 8.94429E-04, 1.43141E+03,-1.18361E+00, 7.54557E+00,-2.70757E-02, 3.32664E+00,-4.72491E+00, 3.01216E+01,-1.08085E-01, 1.22598E+02, 2.66604E+01, 1.55453E+02, 6.70903E+01, 5.53437E-01, 2.59502E+00, 9.67323E+01, 2.97543E+01, 5.27218E-03, 1.78629E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 917, 1.83196E+01,TRUE,0, 0.00000E+00, 3.62860E+00, 1.43136E+00, 2.94739E+00, 0.00000E+00, 0.00000E+00, 1.87734E-01, 0.00000E+00, 8.80340E-01, 1.43136E+03,-1.18267E+00, 7.54702E+00,-2.55181E-02, 1.40869E-01, 1.74999E-04, 8.74422E-04, 1.43138E+03,-1.18314E+00, 7.54631E+00,-2.62951E-02, 3.32671E+00,-4.72316E+00, 3.01252E+01,-1.04971E-01, 1.26311E+02, 2.74809E+01, 1.58160E+02, 6.76857E+01, 5.53326E-01, 2.59470E+00, 9.68630E+01, 2.97519E+01, 5.27273E-03, 1.73317E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 918, 1.83396E+01,TRUE,0, 0.00000E+00, 3.62847E+00, 1.43134E+00, 2.94739E+00, 0.00000E+00, 0.00000E+00, 1.87706E-01, 0.00000E+00, 8.80273E-01, 1.43134E+03,-1.18219E+00, 7.54772E+00,-2.47448E-02, 1.64551E-01, 1.08242E-04, 8.54757E-04, 1.43136E+03,-1.18267E+00, 7.54702E+00,-2.55181E-02, 3.32663E+00,-4.72116E+00, 3.01273E+01,-1.01867E-01, 1.30094E+02, 2.82967E+01, 1.60891E+02, 6.82718E+01, 5.53243E-01, 2.59450E+00, 9.69885E+01, 2.97502E+01, 5.27326E-03, 1.68028E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 919, 1.83596E+01,TRUE,0, 2.14886E+03, 3.62839E+00, 1.43131E+00, 2.94739E+00, 8.58039E-02, 6.23353E-02, 1.87686E-01, 1.35457E-02, 8.80231E-01, 1.43133E+03,-1.16998E+00, 7.54840E+00,-2.39755E-02, 1.88232E-01, 4.86374E-05, 8.35700E-04, 1.43134E+03,-1.18219E+00, 7.54772E+00,-2.47448E-02, 3.32655E+00,-4.71914E+00, 3.01294E+01,-9.87776E-02, 1.22456E+02, 2.66102E+01, 1.55295E+02, 6.70341E+01, 5.53183E-01, 2.59438E+00, 9.67146E+01, 2.97489E+01, 5.27379E-03, 1.62764E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 920, 1.83796E+01,TRUE,0, 0.00000E+00, 3.62798E+00, 1.43130E+00, 2.94705E+00, 0.00000E+00, 0.00000E+00, 1.87689E-01, 0.00000E+00, 8.80291E-01, 1.43130E+03,-1.16943E+00, 7.54909E+00,-2.32104E-02, 1.95557E-01, 1.69277E-04, 8.17206E-04, 1.43133E+03,-1.16998E+00, 7.54840E+00,-2.39755E-02, 3.32647E+00,-4.67026E+00, 3.01314E+01,-9.57043E-02, 1.26165E+02, 2.74306E+01, 1.58001E+02, 6.76303E+01, 5.53127E-01, 2.59426E+00, 9.68460E+01, 2.97476E+01, 5.27437E-03, 1.57524E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 921, 1.83996E+01,TRUE,0, 0.00000E+00, 3.62792E+00, 1.43128E+00, 2.94705E+00, 0.00000E+00, 0.00000E+00, 1.87675E-01, 0.00000E+00, 8.80265E-01, 1.43128E+03,-1.16889E+00, 7.54977E+00,-2.24495E-02, 2.18994E-01, 1.75953E-04, 7.99974E-04, 1.43130E+03,-1.16943E+00, 7.54909E+00,-2.32104E-02, 3.32662E+00,-4.66831E+00, 3.01355E+01,-9.26544E-02, 1.29944E+02, 2.82463E+01, 1.60729E+02, 6.82171E+01, 5.53086E-01, 2.59418E+00, 9.69722E+01, 2.97465E+01, 5.27493E-03, 1.52309E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 922, 1.84196E+01,TRUE,0, 1.94890E+03, 3.62788E+00, 1.43126E+00, 2.94705E+00, 9.44923E-02, 6.86517E-02, 1.87664E-01, 1.49096E-02, 8.80248E-01, 1.43128E+03,-1.15169E+00, 7.55044E+00,-2.16930E-02, 2.42432E-01, 1.74522E-04, 7.83810E-04, 1.43128E+03,-1.16889E+00, 7.54977E+00,-2.24495E-02, 3.32654E+00,-4.66603E+00, 3.01375E+01,-8.96150E-02, 1.21152E+02, 2.63116E+01, 1.54296E+02, 6.67998E+01, 5.53057E-01, 2.59414E+00, 9.66601E+01, 2.97457E+01, 5.27549E-03, 1.47117E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 923, 1.84396E+01,TRUE,0, 0.00000E+00, 3.62750E+00, 1.43126E+00, 2.94671E+00, 0.00000E+00, 0.00000E+00, 1.87675E-01, 0.00000E+00, 8.80323E-01, 1.43126E+03,-1.15107E+00, 7.55113E+00,-2.09409E-02, 2.42676E-01, 2.90394E-04, 7.68445E-04, 1.43128E+03,-1.15169E+00, 7.55044E+00,-2.16930E-02, 3.32646E+00,-4.59728E+00, 3.01395E+01,-8.65931E-02, 1.24835E+02, 2.71334E+01, 1.56992E+02, 6.73997E+01, 5.53024E-01, 2.59406E+00, 9.67937E+01, 2.97446E+01, 5.27604E-03, 1.41950E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 924, 1.84596E+01,TRUE,0, 0.00000E+00, 3.62747E+00, 1.43123E+00, 2.94671E+00, 0.00000E+00, 0.00000E+00, 1.87667E-01, 0.00000E+00, 8.80304E-01, 1.43123E+03,-1.15044E+00, 7.55180E+00,-2.01772E-02, 2.65747E-01, 2.54631E-04, 8.40453E-04, 1.43126E+03,-1.15107E+00, 7.55113E+00,-2.09409E-02, 3.32671E+00,-4.59512E+00, 3.01445E+01,-8.35972E-02, 1.28588E+02, 2.79505E+01, 1.59711E+02, 6.79901E+01, 5.53000E-01, 2.59400E+00, 9.69219E+01, 2.97438E+01, 5.27657E-03, 1.36207E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 925, 1.84796E+01,TRUE,0, 1.80558E+03, 3.62744E+00, 1.43121E+00, 2.94672E+00, 1.00902E-01, 7.33350E-02, 1.87660E-01, 1.59300E-02, 8.80289E-01, 1.43124E+03,-1.12862E+00, 7.55246E+00,-1.94036E-02, 2.88818E-01, 2.17915E-04, 8.95569E-04, 1.43123E+03,-1.15044E+00, 7.55180E+00,-2.01772E-02, 3.32664E+00,-4.59250E+00, 3.01465E+01,-8.05465E-02, 1.19052E+02, 2.58607E+01, 1.52744E+02, 6.64619E+01, 5.52982E-01, 2.59396E+00, 9.65868E+01, 2.97431E+01, 5.27710E-03, 1.30492E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 926, 1.84996E+01,TRUE,0, 0.00000E+00, 3.62709E+00, 1.43122E+00, 2.94638E+00, 0.00000E+00, 0.00000E+00, 1.87673E-01, 0.00000E+00, 8.80362E-01, 1.43122E+03,-1.12789E+00, 7.55312E+00,-1.86220E-02, 2.82349E-01, 2.52724E-04, 9.35638E-04, 1.43124E+03,-1.12862E+00, 7.55246E+00,-1.94036E-02, 3.32656E+00,-4.50531E+00, 3.01485E+01,-7.74566E-02, 1.22694E+02, 2.66848E+01, 1.55426E+02, 6.70671E+01, 5.52957E-01, 2.59388E+00, 9.67234E+01, 2.97423E+01, 5.27756E-03, 1.24803E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 927, 1.85196E+01,TRUE,0, 0.00000E+00, 3.62706E+00, 1.43120E+00, 2.94639E+00, 0.00000E+00, 0.00000E+00, 1.87667E-01, 0.00000E+00, 8.80342E-01, 1.43120E+03,-1.12716E+00, 7.55377E+00,-1.78341E-02, 3.04932E-01, 2.04563E-04, 9.63554E-04, 1.43122E+03,-1.12789E+00, 7.55312E+00,-1.86220E-02, 3.32690E+00,-4.50286E+00, 3.01542E+01,-7.43444E-02, 1.26407E+02, 2.75044E+01, 1.58133E+02, 6.76629E+01, 5.52939E-01, 2.59383E+00, 9.68544E+01, 2.97416E+01, 5.27806E-03, 1.19141E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 928, 1.85396E+01,TRUE,0, 0.00000E+00, 3.62705E+00, 1.43117E+00, 2.94639E+00, 0.00000E+00, 0.00000E+00, 1.87662E-01, 0.00000E+00, 8.80326E-01, 1.43117E+03,-1.12643E+00, 7.55440E+00,-1.70414E-02, 3.27515E-01, 1.57833E-04, 9.80791E-04, 1.43120E+03,-1.12716E+00, 7.55377E+00,-1.78341E-02, 3.32683E+00,-4.49985E+00, 3.01561E+01,-7.11972E-02, 1.30190E+02, 2.83193E+01, 1.60863E+02, 6.82492E+01, 5.52925E-01, 2.59379E+00, 9.69802E+01, 2.97410E+01, 5.27856E-03, 1.13506E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 929, 1.85596E+01,TRUE,0, 2.14859E+03, 3.62705E+00, 1.43115E+00, 2.94640E+00, 8.57949E-02, 6.23875E-02, 1.87657E-01, 1.35574E-02, 8.80314E-01, 1.43118E+03,-1.10386E+00, 7.55502E+00,-1.62452E-02, 3.50098E-01, 1.13010E-04, 9.89084E-04, 1.43117E+03,-1.12643E+00, 7.55440E+00,-1.70414E-02, 3.32675E+00,-4.49684E+00, 3.01580E+01,-6.80309E-02, 1.22545E+02, 2.66302E+01, 1.55253E+02, 6.70089E+01, 5.52915E-01, 2.59376E+00, 9.67061E+01, 2.97406E+01, 5.27905E-03, 1.07897E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 930, 1.85796E+01,TRUE,0, 0.00000E+00, 3.62678E+00, 1.43116E+00, 2.94615E+00, 0.00000E+00, 0.00000E+00, 1.87668E-01, 0.00000E+00, 8.80368E-01, 1.43116E+03,-1.10303E+00, 7.55564E+00,-1.54469E-02, 3.42163E-01, 2.33650E-04, 9.89703E-04, 1.43118E+03,-1.10386E+00, 7.55502E+00,-1.62452E-02, 3.32668E+00,-4.40662E+00, 3.01598E+01,-6.48512E-02, 1.26253E+02, 2.74497E+01, 1.57957E+02, 6.76055E+01, 5.52898E-01, 2.59370E+00, 9.68379E+01, 2.97401E+01, 5.27953E-03, 1.02316E-05, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 931, 1.85996E+01,TRUE,0, 0.00000E+00, 3.62678E+00, 1.43114E+00, 2.94616E+00, 0.00000E+00, 0.00000E+00, 1.87663E-01, 0.00000E+00, 8.80351E-01, 1.43114E+03,-1.10220E+00, 7.55625E+00,-1.46477E-02, 3.64258E-01, 1.64986E-04, 9.84759E-04, 1.43116E+03,-1.10303E+00, 7.55564E+00,-1.54469E-02, 3.32704E+00,-4.40380E+00, 3.01655E+01,-6.16712E-02, 1.30032E+02, 2.82646E+01, 1.60685E+02, 6.81927E+01, 5.52886E-01, 2.59366E+00, 9.69643E+01, 2.97396E+01, 5.27999E-03, 9.67603E-06, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 932, 1.86196E+01,TRUE,0, 1.94869E+03, 3.62678E+00, 1.43111E+00, 2.94618E+00, 9.44887E-02, 6.87036E-02, 1.87659E-01, 1.49201E-02, 8.80337E-01, 1.43106E+03,-1.14354E+00, 7.55684E+00,-1.38484E-02,-6.13647E-01, 1.02043E-04, 9.75107E-04, 1.43114E+03,-1.10220E+00, 7.55625E+00,-1.46477E-02, 3.32697E+00,-4.40040E+00, 3.01673E+01,-5.84789E-02, 1.21232E+02, 2.63275E+01, 1.54238E+02, 6.67730E+01, 5.52877E-01, 2.59363E+00, 9.66520E+01, 2.97393E+01, 5.28045E-03, 9.12316E-06, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 933, 1.86396E+01,TRUE,0, 0.00000E+00, 3.62592E+00, 1.43103E+00, 2.94534E+00, 0.00000E+00, 0.00000E+00, 1.87700E-01, 0.00000E+00, 8.80535E-01, 1.43103E+03,-1.14289E+00, 7.55738E+00,-1.30499E-02,-5.32715E-01,-1.85490E-04, 9.62362E-04, 1.43106E+03,-1.14354E+00, 7.55684E+00,-1.38484E-02, 3.32690E+00,-4.56533E+00, 3.01691E+01,-5.52868E-02, 1.24913E+02, 2.71484E+01, 1.56933E+02, 6.73732E+01, 5.52841E-01, 2.59347E+00, 9.67859E+01, 2.97384E+01, 5.28096E-03, 8.57294E-06, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 934, 1.86596E+01,TRUE,0, 0.00000E+00, 3.62588E+00, 1.43101E+00, 2.94534E+00, 0.00000E+00, 0.00000E+00, 1.87690E-01, 0.00000E+00, 8.80497E-01, 1.43101E+03,-1.14224E+00, 7.55791E+00,-1.22530E-02,-5.09766E-01,-1.13964E-04, 9.46278E-04, 1.43103E+03,-1.14289E+00, 7.55738E+00,-1.30499E-02, 3.32600E+00,-4.56151E+00, 3.01630E+01,-5.20847E-02, 1.28666E+02, 2.79647E+01, 1.59651E+02, 6.79641E+01, 5.52812E-01, 2.59336E+00, 9.69144E+01, 2.97378E+01, 5.28146E-03, 8.02535E-06, 0.00000E+00, 0.00000E+00, 0.00000E+00,
 935, 1.86796E+01,TRUE,0, 1.80532E+03, 3.62586E+00, 1.43099E+00, 2.94535E+00, 1.00910E-01, 7.33883E-02, 1.87683E-01, 1.59398E-02, 8.80471E-01, 1.43094E+03,-1.17731E+00, 7.55843E+00,-1.14585E-02,-4.86816E-01,-1.45912E-04, 9.28363E-04, 1.43101E+03,-1.14224E+00, 7.55791E+00,-1.22530E-02, 3.32593E+00,-4.55882E+00, 3.01645E+01,-4.89032E-02, 1.19120E+02, 2.58725E+01, 1.52670E+02, 6.64337E+01, 5.52790E-01, 2.59329E+00, 9.65792E+01, 2.97374E+01, 5.28189E-03, 7.48039E-06, 0.00000E+00, 0.00000E+00, 0.00000E+00,
